,a(p(SOS)),a(p(Ras)),a(p(PI3K)),a(p(AKT)),a(p(Raf)),a(p(Mek)),a(p(Erk))
4140,38,44,65,58,33,83,88
4141,44,44,68,61,33,82,88
4142,44,45,65,54,30,79,91
4143,45,37,57,51,30,72,86
4144,51,45,57,50,37,84,94
4145,41,50,61,47,37,85,96
4146,49,52,63,65,35,82,89
4147,46,49,64,60,38,72,87
4148,46,55,71,60,29,73,87
4149,49,48,63,46,36,83,86
4150,44,52,68,55,36,68,90
4151,42,49,63,50,36,75,87
4152,43,50,64,53,43,77,89
4153,59,46,63,56,36,77,90
4154,56,49,64,60,32,85,85
4155,50,45,61,57,48,90,94
4156,44,54,63,60,43,75,87
4157,41,44,58,46,36,76,87
4158,48,44,61,44,33,73,87
4159,43,47,69,67,41,80,89
4160,39,35,68,60,25,73,89
4161,47,42,60,59,24,73,88
4162,39,38,67,52,28,78,92
4163,41,50,61,53,31,86,90
4164,35,46,60,58,36,86,92
4165,36,37,69,66,32,77,90
4166,39,50,61,57,38,73,84
4167,44,50,76,63,42,81,90
4168,46,45,65,54,38,79,84
4169,38,52,62,50,38,81,90
4170,46,48,64,55,44,82,89
4171,57,49,56,56,35,77,82
4172,51,49,73,59,38,85,93
4173,56,55,71,55,47,86,90
4174,34,42,69,60,20,72,88
4175,44,50,66,61,47,84,89
4176,44,51,76,60,39,83,92
4177,43,42,63,57,38,72,90
4178,58,54,67,66,37,74,95
4179,41,43,68,59,29,70,88
4180,41,30,62,53,35,78,87
4181,51,43,58,55,28,69,85
4182,43,48,69,50,26,77,89
4183,43,38,61,47,19,78,91
4184,48,46,67,61,37,82,93
4185,42,49,61,49,34,73,87
4186,44,46,62,59,35,86,88
4187,46,50,64,55,36,78,86
4188,48,41,62,52,35,80,90
4189,52,55,71,60,38,81,90
4190,43,53,65,56,42,82,87
4191,37,49,74,71,38,76,86
4192,52,51,62,57,37,79,88
4193,47,55,63,60,42,80,87
4194,44,57,56,54,32,72,88
4195,49,50,56,55,29,76,88
4196,41,41,64,56,29,70,89
4197,44,42,58,54,43,72,85
4198,39,46,70,48,36,71,87
4199,41,39,61,58,38,78,88
4200,50,49,64,56,43,87,96
4201,48,49,62,52,41,78,86
4202,49,50,67,61,36,80,89
4203,39,40,60,49,30,72,93
4204,46,57,68,66,41,75,91
4205,42,42,62,49,43,84,85
4206,51,57,76,55,48,84,91
4207,54,53,80,55,32,72,88
4208,51,42,70,52,35,78,89
4209,48,48,58,54,35,74,93
4210,51,45,67,53,32,73,90
4211,41,51,56,53,39,72,94
4212,43,43,59,50,36,77,89
4213,49,53,67,65,34,79,91
4214,43,44,69,51,24,80,89
4215,41,38,64,53,33,68,89
4216,58,57,70,61,33,83,87
4217,47,50,66,55,31,75,81
4218,49,51,62,59,32,76,85
4219,36,45,64,59,39,73,84
4220,55,48,71,61,30,75,94
4221,45,49,58,57,34,72,87
4222,52,44,63,59,29,78,87
4223,45,52,56,62,46,84,87
4224,33,40,58,54,37,81,92
4225,52,46,60,58,27,72,87
4226,46,47,64,54,42,74,93
4227,40,41,65,57,24,75,89
4228,38,45,55,49,28,85,85
4229,41,47,57,51,39,87,91
4230,51,57,66,59,35,78,88
4231,52,35,66,58,32,84,88
4232,45,47,62,53,37,85,92
4233,40,51,72,51,31,79,91
4234,48,56,68,61,35,75,90
4235,50,42,62,42,38,85,88
4236,48,46,61,59,36,77,86
4237,48,35,62,50,32,78,91
4238,45,47,67,55,38,80,86
4239,44,45,64,58,34,79,86
4240,53,43,63,64,30,81,85
4241,45,42,65,44,27,76,91
4242,45,44,70,48,44,81,91
4243,40,49,58,55,26,74,87
4244,39,40,67,61,43,84,91
4245,45,40,68,55,37,81,90
4246,45,50,59,65,31,76,91
4247,45,51,62,57,29,82,86
4248,54,52,65,62,25,74,92
4249,39,41,67,58,35,79,88
4250,52,54,65,51,40,74,87
4251,43,44,71,54,25,68,79
4252,38,56,62,64,43,73,88
4253,51,48,64,57,42,81,89
4254,46,53,67,60,34,74,90
4255,46,51,65,60,48,83,87
4256,51,44,59,55,29,72,83
4257,38,40,64,60,27,76,84
4258,49,43,58,60,43,78,84
4259,49,50,74,48,41,82,92
4260,46,55,67,54,40,83,88
4261,42,46,60,60,41,86,86
4262,41,45,62,53,33,78,84
4263,41,44,55,57,34,77,87
4264,39,41,65,57,36,72,90
4265,33,41,66,45,41,84,86
4266,57,44,72,58,31,75,92
4267,48,53,58,55,42,78,94
4268,44,50,63,51,42,71,87
4269,49,48,66,56,37,83,96
4270,47,38,57,51,30,83,87
4271,45,51,66,54,39,79,88
4272,41,43,67,51,30,72,87
4273,53,56,66,53,43,74,90
4274,35,42,69,48,36,73,90
4275,52,46,62,61,36,82,89
4276,48,42,58,58,26,77,89
4277,48,50,67,62,38,80,87
4278,38,46,56,56,41,83,89
4279,51,45,61,56,39,82,93
4280,40,50,62,57,32,80,89
4281,48,52,61,55,42,79,83
4282,49,56,68,67,28,77,87
4283,36,49,63,62,36,82,87
4284,52,48,66,54,39,78,89
4285,42,45,66,52,36,87,94
4286,49,55,66,61,35,84,86
4287,46,44,55,47,33,83,92
4288,39,48,63,49,34,81,91
4289,43,55,70,60,31,76,91
4290,39,51,65,52,33,75,91
4291,46,46,67,56,35,79,91
4292,43,51,65,55,33,74,82
4293,41,49,62,51,42,79,88
4294,34,60,71,68,26,73,92
4295,42,53,60,59,35,71,87
4296,52,56,66,53,46,88,92
4297,38,37,64,53,29,74,88
4298,46,40,71,52,28,79,92
4299,45,50,65,56,29,79,87
4300,44,54,67,58,33,83,89
4301,46,51,63,62,30,69,88
4302,46,59,61,51,45,81,90
4303,40,38,69,56,34,80,87
4304,50,52,65,57,35,85,91
4305,41,51,62,67,27,74,84
4306,44,46,65,56,35,82,86
4307,46,48,62,52,34,78,91
4308,39,47,64,58,38,78,88
4309,39,47,57,52,27,75,88
4310,46,41,60,54,36,75,92
4311,51,50,67,60,43,76,87
4312,43,46,67,60,25,66,83
4313,40,40,57,53,30,72,88
4314,46,55,64,51,31,84,89
4315,49,44,61,54,31,81,94
4316,35,51,69,55,21,81,93
4317,49,46,64,52,41,87,85
4318,44,53,66,55,48,81,89
4319,49,47,67,62,34,79,84
4320,44,50,70,52,31,77,89
4321,40,39,62,59,33,77,92
4322,48,40,60,49,31,82,84
4323,39,50,58,55,34,77,93
4324,45,49,66,54,38,74,90
4325,35,50,70,53,36,81,90
4326,43,48,64,56,40,81,93
4327,43,46,74,64,35,83,84
4328,51,45,57,53,30,72,86
4329,43,50,70,54,31,64,85
4330,44,50,72,56,33,82,90
4331,44,59,72,56,46,78,90
4332,44,48,66,49,40,79,89
4333,47,52,68,49,39,83,82
4334,48,36,61,49,36,79,81
4335,44,43,59,50,37,78,84
4336,46,59,66,57,44,75,91
4337,38,52,62,60,36,78,86
4338,51,43,60,49,41,87,90
4339,45,47,62,51,44,90,87
4340,41,47,63,51,34,83,89
4341,53,44,62,55,36,77,88
4342,48,58,75,49,33,85,90
4343,44,40,63,57,44,90,93
4344,46,45,65,52,31,74,84
4345,40,55,70,57,34,79,86
4346,48,47,60,54,36,78,89
4347,47,52,65,66,36,81,86
4348,51,47,62,47,44,71,87
4349,42,38,74,62,29,82,86
4350,43,42,62,57,34,80,87
4351,38,44,79,57,38,76,91
4352,43,52,68,61,29,81,87
4353,39,45,64,48,31,76,89
4354,49,41,66,59,25,72,93
4355,54,46,63,50,28,69,91
4356,43,55,69,47,41,75,88
4357,49,43,63,50,36,82,90
4358,44,49,64,61,37,79,92
4359,34,53,64,59,34,88,85
4360,42,45,63,62,37,80,87
4361,42,45,72,58,30,64,87
4362,53,52,55,61,38,74,88
4363,50,47,69,52,43,87,85
4364,46,48,71,51,35,73,87
4365,37,46,71,58,36,84,90
4366,49,41,49,53,28,75,86
4367,50,39,56,61,30,79,86
4368,49,50,71,61,34,79,91
4369,60,58,68,58,36,82,89
4370,46,44,69,60,37,67,89
4371,49,60,72,54,42,82,87
4372,48,40,62,50,36,71,90
4373,46,45,56,50,28,79,91
4374,53,47,73,57,37,78,92
4375,46,51,62,57,29,73,90
4376,44,45,65,57,27,79,88
4377,54,53,64,45,38,85,86
4378,38,47,65,56,33,74,93
4379,50,53,75,54,51,79,93
4380,48,52,64,52,30,74,88
4381,48,47,75,57,39,75,89
4382,44,43,62,48,30,75,78
4383,49,46,57,58,39,87,94
4384,41,44,63,54,39,84,83
4385,45,50,64,49,36,80,89
4386,39,45,63,59,33,76,82
4387,48,46,70,51,35,82,91
4388,53,52,65,56,48,79,91
4389,47,55,65,53,40,74,81
4390,42,47,69,54,30,79,94
4391,48,47,73,48,37,75,89
4392,51,37,62,67,26,72,95
4393,44,42,68,53,33,73,85
4394,47,47,55,50,35,76,88
4395,52,46,67,60,33,72,90
4396,42,43,65,55,31,76,93
4397,45,41,52,49,32,81,95
4398,36,38,58,63,28,78,87
4399,41,44,63,49,30,75,89
4400,46,48,67,57,27,68,87
4401,47,47,57,52,37,80,86
4402,51,53,67,58,33,70,86
4403,42,48,69,62,40,79,83
4404,41,45,59,63,28,78,89
4405,49,50,55,62,40,77,87
4406,38,51,59,60,33,74,91
4407,47,45,66,60,30,75,88
4408,44,54,61,66,33,78,89
4409,38,43,67,68,27,77,85
4410,56,57,68,48,32,74,85
4411,53,58,66,62,37,79,90
4412,50,47,67,56,36,77,91
4413,37,50,60,48,35,82,86
4414,41,52,60,57,34,73,88
4415,47,43,69,49,32,74,85
4416,55,46,65,58,31,75,79
4417,45,46,64,53,39,82,88
4418,48,47,65,60,29,71,90
4419,51,43,69,54,31,83,94
4420,38,50,60,56,36,76,88
4421,42,56,61,57,39,81,88
4422,43,44,57,53,31,66,89
4423,43,50,70,53,41,83,88
4424,44,48,68,65,42,73,87
4425,43,51,63,49,46,77,94
4426,45,47,64,49,35,75,92
4427,45,50,66,53,34,76,88
4428,44,40,63,57,38,80,88
4429,45,50,67,52,41,77,91
4430,35,43,65,53,30,67,90
4431,45,44,58,47,28,70,85
4432,50,50,63,56,34,71,89
4433,51,54,71,64,37,81,92
4434,35,37,50,54,27,65,90
4435,44,38,64,61,26,83,89
4436,46,51,66,55,36,79,92
4437,42,52,67,59,33,77,90
4438,44,42,59,68,37,87,89
4439,43,44,62,58,34,76,86
4440,40,50,68,55,33,73,92
4441,53,43,67,56,32,78,85
4442,49,50,64,52,40,76,90
4443,44,48,69,62,38,89,86
4444,44,47,63,58,37,75,95
4445,48,40,60,53,37,81,89
4446,45,56,57,52,35,71,84
4447,52,37,70,63,30,80,90
4448,40,42,64,63,39,79,86
4449,35,39,56,49,24,73,91
4450,43,62,70,60,36,72,85
4451,43,43,63,53,37,72,91
4452,52,55,68,51,43,78,90
4453,44,48,66,59,39,76,87
4454,48,44,66,55,36,79,88
4455,54,46,67,54,35,79,85
4456,50,51,67,55,38,70,80
4457,40,40,62,57,44,81,93
4458,44,50,76,55,32,76,89
4459,43,47,62,49,35,82,92
4460,49,58,71,63,38,73,86
4461,56,48,71,54,36,81,84
4462,44,51,62,52,44,81,89
4463,46,47,61,59,31,80,91
4464,47,44,59,55,34,80,90
4465,47,51,56,53,32,76,91
4466,45,49,69,63,38,76,95
4467,56,51,68,58,31,66,84
4468,44,46,71,63,35,78,89
4469,45,46,58,55,37,80,88
4470,52,44,70,57,27,73,91
4471,50,48,67,55,29,79,83
4472,41,49,68,57,31,84,88
4473,49,48,59,56,33,76,87
4474,53,54,64,52,35,86,93
4475,38,46,63,53,35,79,88
4476,50,45,73,53,35,77,92
4477,51,48,56,44,45,82,85
4478,47,53,65,52,35,80,89
4479,49,49,63,57,30,81,85
4480,46,46,68,60,40,73,91
4481,50,53,72,55,35,80,88
4482,50,58,73,58,32,63,92
4483,51,50,52,49,35,77,82
4484,42,44,61,62,35,72,86
4485,52,44,67,56,33,76,90
4486,53,53,69,59,45,80,91
4487,41,44,62,52,32,75,87
4488,41,49,65,56,39,74,90
4489,41,40,60,47,34,81,93
4490,45,58,71,55,43,81,93
4491,44,52,66,51,32,73,89
4492,44,56,72,54,40,87,91
4493,39,51,64,52,32,78,94
4494,41,42,66,51,38,76,84
4495,44,40,68,53,33,83,87
4496,57,54,70,53,31,75,86
4497,46,50,64,59,42,82,88
4498,39,43,64,55,42,79,91
4499,46,44,55,58,37,83,84
4500,48,48,70,54,32,83,80
4501,41,42,70,56,28,76,92
4502,42,48,68,40,35,82,94
4503,45,39,63,57,38,74,86
4504,36,45,71,55,30,71,91
4505,43,52,58,50,31,79,85
4506,47,45,60,53,39,77,91
4507,38,41,58,56,26,74,85
4508,46,43,64,64,23,71,90
4509,51,58,66,54,42,82,92
4510,52,50,67,64,38,85,94
4511,45,53,61,46,30,75,88
4512,54,53,65,62,47,86,92
4513,39,50,69,57,34,75,85
4514,47,45,59,63,22,70,91
4515,53,50,57,52,36,82,90
4516,47,45,62,48,30,76,89
4517,43,40,63,54,36,83,87
4518,49,51,66,60,34,71,86
4519,46,50,60,43,40,75,89
4520,48,40,61,58,36,69,85
4521,52,48,62,57,35,74,93
4522,52,46,64,53,37,84,87
4523,44,46,62,67,27,73,88
4524,37,39,66,58,29,78,93
4525,46,47,61,53,33,75,92
4526,41,38,68,67,32,76,93
4527,35,45,67,61,29,74,87
4528,47,44,66,59,34,77,87
4529,50,44,66,56,35,72,88
4530,45,51,57,57,37,77,87
4531,41,47,69,62,37,82,88
4532,46,52,62,73,31,77,86
4533,40,53,64,64,35,79,91
4534,49,45,65,57,42,75,87
4535,44,40,66,53,31,72,83
4536,51,49,74,60,37,74,90
4537,45,49,67,64,44,83,88
4538,44,43,72,54,41,80,88
4539,40,49,59,65,46,79,89
4540,51,50,67,54,26,79,92
4541,45,49,61,52,33,76,86
4542,46,46,60,56,38,77,89
4543,50,52,62,58,24,70,90
4544,48,53,64,54,46,84,83
4545,40,51,60,61,38,78,89
4546,52,50,64,53,35,72,82
4547,46,43,64,55,32,75,85
4548,47,45,71,67,38,79,92
4549,50,46,67,59,41,82,93
4550,42,46,60,39,31,77,88
4551,43,48,60,53,41,77,90
4552,47,42,66,53,40,83,83
4553,54,54,73,53,39,85,92
4554,37,50,56,55,37,77,86
4555,36,52,62,58,40,80,90
4556,45,54,63,50,44,81,83
4557,45,58,64,55,36,78,89
4558,45,48,66,55,33,75,89
4559,42,49,65,59,37,81,88
4560,52,53,65,59,36,85,93
4561,38,51,65,57,36,79,86
4562,45,45,65,52,39,73,92
4563,44,48,61,62,39,82,84
4564,48,49,72,60,37,79,89
4565,48,53,63,65,33,77,86
4566,41,45,68,58,34,73,85
4567,44,52,63,58,31,74,86
4568,53,46,67,53,33,74,89
4569,48,49,60,61,31,72,89
4570,46,50,72,53,33,83,92
4571,42,49,78,64,29,80,93
4572,44,46,75,61,34,72,87
4573,37,44,66,56,30,80,90
4574,52,56,73,52,43,70,93
4575,47,38,53,60,33,75,88
4576,50,46,67,68,30,80,86
4577,41,57,63,49,43,77,86
4578,40,48,55,44,39,80,88
4579,42,55,67,50,45,84,91
4580,49,53,69,57,45,78,84
4581,47,46,63,65,33,83,91
4582,46,51,67,52,37,79,90
4583,35,50,67,68,35,81,86
4584,41,35,67,52,25,65,91
4585,46,53,67,58,37,80,84
4586,50,48,61,53,40,77,84
4587,48,47,57,65,39,72,79
4588,36,45,66,50,30,86,89
4589,42,44,65,55,28,78,89
4590,42,50,61,51,40,78,89
4591,39,44,65,54,34,77,86
4592,38,43,64,55,44,86,86
4593,33,54,63,60,29,75,88
4594,55,48,61,59,45,76,84
4595,48,41,56,56,30,77,82
4596,44,51,67,60,41,80,88
4597,49,49,65,63,45,74,84
4598,41,51,62,58,33,78,86
4599,47,57,71,62,41,91,91
4600,49,51,65,59,41,82,89
4601,38,47,64,51,34,70,92
4602,55,51,65,54,44,77,93
4603,50,49,67,61,49,84,83
4604,36,36,62,53,25,66,88
4605,46,49,59,59,33,77,93
4606,51,49,65,54,29,76,87
4607,44,44,69,57,34,78,93
4608,37,41,65,63,29,73,91
4609,52,45,66,59,27,76,88
4610,53,48,68,62,37,75,83
4611,43,38,66,56,29,71,88
4612,47,49,57,55,39,72,86
4613,39,39,66,54,23,75,88
4614,46,44,67,55,37,80,88
4615,52,51,58,55,31,72,93
4616,39,45,61,50,29,76,90
4617,52,41,75,61,42,75,81
4618,45,50,66,56,33,77,89
4619,44,62,74,52,41,87,91
4620,48,47,61,58,35,80,88
4621,44,48,64,55,34,82,89
4622,45,54,60,55,35,78,85
4623,46,47,57,53,36,85,88
4624,32,48,71,50,35,81,85
4625,42,44,55,52,39,75,93
4626,52,49,64,51,40,84,88
4627,51,50,58,61,33,74,93
4628,42,44,57,58,42,83,89
4629,40,36,65,58,28,73,84
4630,44,43,58,47,27,69,88
4631,48,41,63,52,26,73,90
4632,53,47,64,68,40,81,94
4633,49,49,66,57,44,84,93
4634,46,45,60,60,35,82,88
4635,43,49,71,59,30,75,87
4636,47,52,64,48,36,73,84
4637,49,47,71,53,38,78,86
4638,45,49,64,50,43,84,90
4639,54,52,67,45,36,76,90
4640,45,46,63,53,36,80,94
4641,52,52,59,60,34,81,86
4642,44,41,65,58,35,83,89
4643,40,35,57,49,38,80,88
4644,44,49,61,55,24,68,88
4645,42,49,60,56,30,86,88
4646,49,56,69,58,55,91,93
4647,47,52,59,58,32,67,92
4648,48,46,70,58,25,74,92
4649,52,42,51,48,32,70,83
4650,48,55,67,65,38,75,83
4651,44,54,62,54,32,83,89
4652,38,44,65,60,40,78,90
4653,54,49,74,66,33,80,92
4654,42,57,69,57,39,78,92
4655,44,46,62,58,30,76,89
4656,45,46,65,53,33,79,91
4657,45,51,63,57,31,73,92
4658,44,46,65,59,27,71,86
4659,47,44,60,59,30,71,82
4660,49,50,62,57,35,77,88
4661,50,51,67,54,37,81,93
4662,40,52,58,58,35,77,92
4663,38,47,55,53,31,82,87
4664,48,50,69,54,42,73,88
4665,42,39,56,58,31,70,89
4666,48,49,60,60,36,81,88
4667,52,54,63,61,45,76,89
4668,40,49,56,55,40,87,93
4669,45,43,62,49,43,91,87
4670,49,43,67,51,32,79,87
4671,51,47,55,55,33,70,94
4672,54,52,62,52,37,75,86
4673,49,51,59,59,43,85,95
4674,50,43,68,60,30,75,91
4675,48,48,58,59,41,73,87
4676,50,46,63,50,39,73,89
4677,48,42,64,58,30,85,85
4678,50,50,67,63,33,80,85
4679,50,54,64,52,43,81,91
4680,51,51,69,49,34,78,91
4681,44,48,60,54,39,78,90
4682,56,50,62,60,30,75,91
4683,35,50,58,61,33,73,87
4684,44,45,56,52,36,81,89
4685,43,51,59,60,30,83,87
4686,48,43,59,50,34,76,86
4687,45,54,74,52,34,73,84
4688,46,45,64,61,38,85,85
4689,51,57,70,58,43,86,84
4690,50,45,57,59,39,77,86
4691,54,42,51,49,43,80,90
4692,41,50,63,70,34,71,85
4693,42,40,69,58,30,80,88
4694,44,51,70,56,34,80,89
4695,54,53,66,55,33,75,87
4696,49,39,60,50,30,82,89
4697,46,41,66,49,38,74,95
4698,41,45,59,55,42,85,87
4699,49,43,63,48,23,74,90
4700,43,54,58,48,43,78,88
4701,43,45,64,54,34,74,91
4702,49,53,59,46,40,78,90
4703,46,48,64,52,39,80,92
4704,43,50,55,44,40,78,85
4705,51,38,60,67,32,74,88
4706,50,48,69,53,32,79,86
4707,49,45,69,58,32,76,87
4708,51,57,68,64,37,82,84
4709,40,52,70,61,32,81,94
4710,48,52,66,54,37,85,88
4711,42,49,64,60,35,80,90
4712,48,47,71,65,34,73,85
4713,46,51,58,59,41,75,89
4714,30,44,64,57,36,79,91
4715,49,53,57,54,32,75,90
4716,47,48,65,52,31,73,86
4717,43,49,68,58,34,80,84
4718,44,45,61,60,40,76,87
4719,38,50,61,51,38,88,89
4720,47,45,66,47,32,78,92
4721,49,48,70,62,35,67,82
4722,50,50,61,47,36,83,92
4723,42,44,59,59,28,71,90
4724,37,45,63,58,30,76,87
4725,51,56,77,66,38,83,89
4726,44,41,66,55,36,71,83
4727,44,50,63,45,39,76,90
4728,51,47,65,52,40,75,83
4729,48,49,59,65,26,74,89
4730,41,56,57,59,41,87,90
4731,50,49,72,55,40,77,89
4732,57,50,60,61,29,71,88
4733,43,53,68,69,37,75,89
4734,41,47,69,53,40,77,83
4735,45,50,68,52,35,77,90
4736,47,44,64,62,33,83,90
4737,39,45,58,56,39,83,88
4738,43,42,74,59,37,74,87
4739,54,38,62,53,27,69,90
4740,54,51,61,59,32,71,86
4741,49,47,55,60,30,75,87
4742,42,41,61,50,35,74,91
4743,37,35,66,48,30,73,93
4744,47,57,63,54,33,76,92
4745,49,45,71,60,28,66,88
4746,49,55,61,58,39,83,89
4747,38,47,59,63,34,75,89
4748,44,42,61,63,32,74,95
4749,38,40,65,53,41,74,88
4750,49,42,63,58,30,73,86
4751,40,43,72,59,31,78,87
4752,39,46,63,62,38,82,89
4753,51,48,65,62,37,84,85
4754,45,46,67,65,35,80,84
4755,42,48,70,45,36,79,90
4756,50,50,64,60,41,76,86
4757,53,48,68,60,39,79,88
4758,37,51,68,61,38,80,93
4759,43,54,69,54,35,77,88
4760,40,43,67,63,30,83,85
4761,38,44,60,60,39,76,91
4762,39,46,68,60,39,87,92
4763,39,45,57,58,31,87,92
4764,48,57,73,53,39,77,90
4765,55,57,72,59,36,81,85
4766,39,47,70,53,33,74,88
4767,41,43,60,52,50,83,90
4768,48,42,68,52,28,70,91
4769,40,47,61,59,31,84,95
4770,52,47,60,51,36,76,93
4771,47,46,72,61,37,77,89
4772,46,42,63,60,40,83,90
4773,53,47,63,58,30,82,92
4774,43,45,60,53,32,76,83
4775,48,51,70,52,46,88,93
4776,45,52,65,55,36,72,90
4777,49,55,70,55,32,79,85
4778,47,55,64,62,30,80,86
4779,48,55,56,50,35,78,85
4780,48,49,63,65,35,75,90
4781,50,50,71,63,36,80,83
4782,33,42,59,60,33,75,89
4783,49,46,62,49,34,73,95
4784,36,43,68,57,37,82,90
4785,45,54,61,55,34,82,91
4786,39,46,65,63,34,80,90
4787,46,48,67,51,36,82,93
4788,44,41,67,65,33,85,91
4789,37,55,69,66,35,82,86
4790,50,46,60,49,37,82,88
4791,49,48,67,55,33,82,94
4792,42,52,64,54,39,76,88
4793,40,56,66,56,39,87,87
4794,49,42,66,63,32,77,86
4795,46,41,55,49,41,81,85
4796,42,42,57,63,28,75,82
4797,51,53,63,58,45,75,77
4798,46,48,63,56,44,84,88
4799,40,48,67,59,32,80,91
4800,57,47,58,60,41,85,90
4801,41,47,57,54,20,73,89
4802,55,50,62,51,37,82,92
4803,45,39,61,66,29,69,85
4804,47,57,62,61,35,84,90
4805,44,44,68,61,32,76,89
4806,41,41,45,54,41,85,84
4807,40,42,62,60,35,89,83
4808,35,47,64,63,39,82,93
4809,32,34,62,53,26,78,90
4810,40,46,57,56,27,75,85
4811,43,42,67,50,30,80,89
4812,40,55,69,56,39,75,92
4813,54,53,68,66,34,79,87
4814,41,46,69,56,31,77,80
4815,40,45,54,62,39,73,90
4816,52,46,73,49,35,74,89
4817,49,38,64,58,28,69,93
4818,45,45,67,54,31,77,96
4819,54,51,67,61,41,75,85
4820,40,44,66,54,33,73,87
4821,37,36,59,59,28,77,86
4822,47,54,72,53,33,77,90
4823,44,48,64,57,35,74,91
4824,43,47,59,55,33,76,83
4825,52,44,54,51,38,83,89
4826,42,41,68,61,35,75,95
4827,41,50,69,44,44,80,89
4828,40,38,63,51,31,84,88
4829,46,53,63,70,39,76,88
4830,52,47,58,52,30,78,88
4831,43,48,66,58,33,82,88
4832,42,42,52,49,33,70,81
4833,51,47,66,53,26,80,89
4834,49,56,58,45,38,81,90
4835,55,49,67,58,47,77,89
4836,41,62,69,60,31,80,94
4837,53,41,62,53,40,76,87
4838,45,52,62,48,38,83,77
4839,44,47,64,48,35,82,84
4840,39,45,68,50,33,73,86
4841,42,43,65,58,29,81,90
4842,46,52,64,59,41,81,90
4843,36,39,60,60,27,78,92
4844,51,50,63,56,35,80,92
4845,47,46,58,58,25,73,89
4846,41,51,71,63,42,87,90
4847,45,48,66,53,42,87,88
4848,48,47,51,60,36,76,93
4849,46,55,60,49,37,81,90
4850,50,43,73,65,29,69,90
4851,47,49,61,61,34,79,95
4852,42,39,66,56,35,79,86
4853,49,42,55,59,42,81,85
4854,40,46,64,65,33,73,90
4855,40,51,62,56,38,81,91
4856,58,52,61,52,37,71,91
4857,39,56,69,56,36,72,90
4858,49,40,54,54,35,81,93
4859,44,52,65,58,40,75,85
4860,40,36,61,53,30,76,85
4861,43,51,63,53,30,80,86
4862,48,45,68,57,34,85,87
4863,41,42,74,60,33,77,91
4864,45,42,61,50,34,71,86
4865,52,45,64,57,35,77,92
4866,50,42,69,52,33,80,92
4867,49,53,68,62,39,82,87
4868,54,56,60,57,37,78,92
4869,54,48,56,61,34,78,92
4870,39,48,69,63,39,79,89
4871,41,49,67,57,38,81,92
4872,39,45,69,55,39,82,92
4873,45,41,50,61,38,80,89
4874,54,46,69,54,46,84,89
4875,52,53,67,63,40,83,89
4876,50,46,61,56,34,69,85
4877,50,44,62,52,39,75,88
4878,45,36,59,51,27,79,90
4879,51,38,61,56,31,80,91
4880,39,47,66,59,30,81,90
4881,48,44,63,55,32,77,85
4882,42,37,57,58,18,65,89
4883,41,46,62,59,32,77,88
4884,53,39,60,50,34,73,91
4885,56,51,60,62,34,78,90
4886,43,38,60,55,31,78,95
4887,53,53,65,57,34,82,90
4888,41,49,62,61,40,75,88
4889,41,44,71,56,28,78,87
4890,46,57,64,45,44,85,86
4891,47,52,63,52,35,77,86
4892,38,44,57,57,42,79,83
4893,53,48,68,64,28,71,85
4894,48,53,64,59,39,81,87
4895,37,46,60,56,45,77,89
4896,44,44,60,67,35,83,84
4897,45,43,62,61,33,82,89
4898,47,56,64,55,39,77,90
4899,43,46,66,55,35,69,86
4900,57,38,62,60,31,74,90
4901,43,51,69,62,34,77,83
4902,48,44,63,53,41,75,88
4903,52,42,58,56,37,79,84
4904,46,47,66,51,42,83,87
4905,45,53,60,55,39,67,88
4906,41,52,68,57,32,80,90
4907,49,66,70,52,45,86,90
4908,40,54,67,61,45,80,91
4909,48,49,60,64,37,84,91
4910,50,46,59,54,46,84,90
4911,44,42,59,53,34,80,91
4912,51,46,62,55,35,68,91
4913,50,45,58,52,29,76,84
4914,48,47,62,55,38,78,92
4915,46,48,66,62,38,73,88
4916,40,49,55,58,30,78,89
4917,47,53,58,50,38,76,85
4918,47,55,64,57,39,78,89
4919,42,52,61,57,44,82,88
4920,41,47,62,60,43,75,91
4921,43,49,70,53,42,77,88
4922,51,52,66,51,37,85,89
4923,34,48,62,50,29,78,87
4924,43,56,65,56,35,80,92
4925,46,45,65,64,35,75,85
4926,47,42,67,59,38,85,84
4927,46,52,66,58,32,80,85
4928,36,41,57,52,32,81,87
4929,47,41,67,54,37,82,86
4930,50,50,63,61,39,80,90
4931,44,51,59,59,46,85,93
4932,54,45,67,59,31,78,90
4933,45,42,60,60,27,64,84
4934,50,57,68,62,50,88,86
4935,44,48,65,60,33,73,85
4936,47,51,60,57,42,78,89
4937,47,60,73,60,34,73,87
4938,43,46,63,52,31,79,91
4939,44,54,61,56,34,77,93
4940,42,47,68,58,26,74,85
4941,38,40,60,55,36,71,87
4942,51,47,74,64,31,75,77
4943,42,52,72,57,31,80,89
4944,43,40,61,62,37,74,87
4945,49,49,65,55,41,82,84
4946,41,51,66,60,41,79,88
4947,41,43,65,53,40,81,91
4948,37,42,70,60,41,77,88
4949,47,54,60,62,29,70,85
4950,38,43,65,54,32,80,87
4951,51,52,71,55,36,76,83
4952,43,48,66,58,39,80,93
4953,40,47,58,46,50,87,88
4954,42,54,67,61,35,77,89
4955,43,44,67,63,40,76,90
4956,40,47,61,58,28,76,89
4957,42,43,66,64,35,78,88
4958,42,47,64,55,41,79,90
